loan_id,borrower_id,loan_amount,loan_term,loan_purpose,credit_score,annual_income,interest_rate,debt_to_income_ratio,employment_length,home_ownership,state,num_credit_lines,total_credit_limit,credit_utilization,delinquencies_last_2yrs,months_since_last_delinquency,application_year_month,default
LOAN_011145,BORR_007716,16903,60,debt_consolidation,693,58711,18.13,32.98,,MORTGAGE,IL,14,42879,24.52,0,109.41584451525034,2025-08,1
LOAN_011147,BORR_004839,12641,60,debt_consolidation,711,54395,17.1,32.46,15.267326255451925,MORTGAGE,MN,10,25541,24.21,0,39.607460917128954,2025-05,0
LOAN_011148,BORR_000393,12182,36,home_improvement,751,35777,12.88,13.12,12.788918091622563,MORTGAGE,OH,9,26483,13.46,0,86.65826155970466,2023-08,1
LOAN_011149,BORR_008218,20706,36,credit_card,765,43644,13.59,34.41,4.99198163520297,MORTGAGE,UT,11,28779,31.6,1,,2023-07,0
LOAN_011151,BORR_007301,18946,36,medical,699,65847,16.82,17.66,3.92613386160332,MORTGAGE,MN,8,30966,29.55,4,14.28567874068842,2025-02,0
LOAN_011153,BORR_001928,16874,36,debt_consolidation,675,48947,19.94,33.19,2.5104674053906106,OTHER,WI,7,30977,22.79,0,,2023-03,0
LOAN_011154,BORR_011613,38430,36,debt_consolidation,774,106606,12.23,16.3,7.614382245767425,RENT,VT,9,64914,2.1,1,,2024-09,0
LOAN_011155,BORR_006401,8406,36,credit_card,642,27527,24.77,21.87,1.2270954296097025,RENT,AK,7,19091,50.17,0,83.14143273013399,2025-01,0
LOAN_011156,BORR_002036,27352,36,credit_card,762,41638,12.88,44.34,2.2032171353161867,OWN,MD,12,19197,7.92,0,,2025-10,0
LOAN_011158,BORR_010978,20688,36,home_improvement,732,62295,13.2,16.02,4.568764880390771,OWN,MO,8,26425,24.68,0,101.98412927022963,2023-07,0
LOAN_011159,BORR_006183,18672,36,vacation,716,69939,16.08,18.82,2.7875856140845117,MORTGAGE,VA,9,35906,0.6,0,,2023-04,0
LOAN_011160,BORR_008469,9724,36,credit_card,652,74240,19.48,26.83,3.881308135141208,RENT,CO,4,38437,47.41,0,,2023-12,0
LOAN_011161,BORR_000225,6962,60,moving,580,50080,27.27,23.49,0.29968509834973706,RENT,SC,6,24442,64.7,3,35.31472463721089,2023-09,0
LOAN_011163,BORR_017354,12564,36,credit_card,696,103645,18.04,17.66,12.852853908089921,MORTGAGE,ND,10,68138,30.71,0,40.2568403253715,2025-04,0
LOAN_011164,BORR_004777,6660,36,major_purchase,745,76086,14.26,3.84,14.174260081218833,RENT,NE,8,37567,32.62,0,,2023-09,0
LOAN_011165,BORR_002613,10647,36,debt_consolidation,715,56210,18.39,6.91,0.7271648648051671,OWN,SD,13,33458,3.2,0,,2025-05,0
LOAN_011166,BORR_010425,7887,60,debt_consolidation,633,38739,23.35,29.9,,MORTGAGE,NH,5,19415,68.04,0,,2025-02,0
LOAN_011169,BORR_009517,8193,60,small_business,698,63811,17.13,8.25,,OTHER,CT,7,29727,27.23,0,6.229638067808825,2025-03,0
LOAN_011170,BORR_010460,17166,60,moving,683,31626,19.64,39.88,0.09210337633932683,RENT,PA,6,23518,41.44,0,,2024-08,0
LOAN_011172,BORR_017462,5383,36,home_improvement,721,35269,19.45,7.75,3.7060008894505536,RENT,WA,10,26010,45.72,0,,2023-04,0
LOAN_011173,BORR_012045,9421,36,debt_consolidation,718,52573,15.0,11.89,0.8617588977654113,RENT,PA,10,32455,14.73,0,,2025-12,0
LOAN_011175,BORR_010621,16176,36,other,625,67993,23.27,26.91,0.7277706255853251,MORTGAGE,CO,16,44369,22.11,0,,2025-03,0
LOAN_011176,BORR_001403,20638,36,medical,794,92875,9.29,31.24,9.015274754313996,MORTGAGE,HI,9,69064,21.68,0,,2023-09,0
LOAN_011177,BORR_001515,11170,60,home_improvement,721,50470,15.3,10.16,2.1296702241705203,MORTGAGE,NJ,11,36567,64.42,0,,2023-04,0
LOAN_011179,BORR_017559,6010,36,home_improvement,612,98639,23.46,23.57,5.069483036150906,RENT,ME,11,68438,27.56,0,3.802052857848554,2023-11,0
LOAN_011181,BORR_012034,6116,60,home_improvement,615,75455,23.28,27.46,31.788475181572657,MORTGAGE,NE,10,52214,27.83,1,25.734764783920603,2025-03,0
LOAN_011182,BORR_000908,10436,60,other,654,73779,21.87,24.87,7.780934310090015,MORTGAGE,AZ,9,34829,51.36,0,,2025-09,0
LOAN_011184,BORR_002261,6511,36,other,764,68303,13.63,15.48,,RENT,OR,9,45554,13.7,0,95.50687174012974,2023-11,0
LOAN_011185,BORR_006071,15765,60,home_improvement,686,48907,17.69,26.78,2.6662217781458617,MORTGAGE,MS,7,28964,40.01,0,,2023-07,0
LOAN_011186,BORR_000423,31367,36,home_improvement,653,54863,22.22,42.5,,RENT,SD,10,40339,17.22,0,,2023-08,0
LOAN_011187,BORR_012328,5393,36,credit_card,667,20531,19.88,10.92,4.1339123773946636,RENT,MI,10,8764,7.54,3,,2023-12,0
LOAN_011188,BORR_003264,4246,60,debt_consolidation,650,44348,20.34,20.0,4.707054289380668,RENT,VT,7,31679,24.65,0,,2025-11,0
LOAN_011189,BORR_012898,8626,60,medical,580,28550,26.9,23.07,14.052943540729341,RENT,MN,8,17380,34.87,0,63.17513701081412,2023-06,0
LOAN_011190,BORR_004163,11877,36,credit_card,665,30776,19.43,38.62,,MORTGAGE,AL,7,17575,14.29,0,115.86599302480906,2025-05,0
LOAN_011191,BORR_001548,19601,60,credit_card,709,26830,18.69,39.33,5.121612475849612,RENT,KY,6,19730,50.88,0,56.495361758967206,2025-04,0
LOAN_011192,BORR_011075,10509,36,home_improvement,727,42071,16.27,14.02,,MORTGAGE,OR,12,17678,83.53,0,38.57221770252198,2025-03,0
LOAN_011193,BORR_016699,5315,36,debt_consolidation,815,70072,10.67,8.62,2.2460294710857855,RENT,PA,8,33555,8.04,0,,2024-10,0
LOAN_011194,BORR_013117,25375,36,debt_consolidation,704,46185,16.53,42.09,,RENT,WV,7,20822,36.19,0,,2024-06,0
LOAN_011196,BORR_005548,18311,36,major_purchase,673,32688,21.82,27.42,7.587167550686665,MORTGAGE,DE,14,20864,32.67,0,104.81024623102353,2025-04,0
LOAN_011198,BORR_017256,12189,36,home_improvement,723,26218,11.9,36.69,16.06272981587908,RENT,WI,12,13344,39.4,0,,2024-09,0
LOAN_011199,BORR_017879,15960,36,debt_consolidation,720,57752,15.11,32.93,,MORTGAGE,RI,11,37426,39.18,0,,2025-12,0
LOAN_011201,BORR_004895,16521,60,debt_consolidation,722,52305,14.55,26.82,1.0779902494892843,MORTGAGE,VT,15,33318,25.47,0,63.14796042909926,2024-12,0
LOAN_011202,BORR_003501,11167,36,credit_card,835,41528,6.92,26.46,4.521028000727953,MORTGAGE,RI,14,17734,5.4,0,32.40015438691537,2025-10,0
LOAN_011203,BORR_006047,10632,36,debt_consolidation,676,34735,16.87,14.83,2.567371276066864,RENT,KS,9,17518,52.65,3,,2024-11,0
LOAN_011205,BORR_015180,15954,36,car,808,90934,9.33,22.92,0.4236848121554029,MORTGAGE,IL,7,41885,34.88,0,,2025-01,0
LOAN_011207,BORR_010074,19307,60,vacation,726,147399,18.82,28.47,2.2015861675044204,RENT,CA,13,111344,49.87,0,,2024-06,0
LOAN_011208,BORR_017913,17817,36,debt_consolidation,808,73573,7.33,25.78,0.12157444806688478,MORTGAGE,MD,7,47196,20.34,2,27.04616811470623,2023-04,0
LOAN_011209,BORR_006789,15968,60,home_improvement,653,40773,21.82,24.36,21.0957704210649,OWN,GA,12,18122,42.24,0,7.105681746636254,2025-05,0
LOAN_011210,BORR_001190,24840,36,debt_consolidation,702,102238,17.41,20.46,0.10112412776493328,OWN,MI,13,65511,20.01,0,45.41461398319212,2025-04,0
LOAN_011211,BORR_001620,8361,60,credit_card,716,43253,15.85,10.75,4.615195580675502,RENT,NJ,8,19022,28.83,0,50.73306444793228,2023-11,0
LOAN_011212,BORR_007894,14386,60,debt_consolidation,728,87014,13.28,11.83,2.0744813450158675,RENT,ND,17,61674,28.56,0,,2025-03,0
LOAN_011213,BORR_015390,11443,36,debt_consolidation,850,46851,5.0,31.97,3.5572966918174673,RENT,ID,11,23451,16.86,0,,2024-12,0
LOAN_011215,BORR_009508,9422,60,medical,673,81994,22.35,9.26,0.11261328766531638,MORTGAGE,WY,7,40084,35.64,0,1.460416441801804,2025-10,0
LOAN_011216,BORR_014834,5935,36,home_improvement,767,53840,11.85,20.16,10.670290818321819,RENT,MD,7,36593,25.41,0,,2025-01,0
LOAN_011217,BORR_014067,19931,36,credit_card,622,74195,23.14,18.21,0.8975954361797596,MORTGAGE,NE,12,48626,21.26,0,92.48248727896167,2025-02,0
LOAN_011218,BORR_002070,40000,36,credit_card,825,53725,7.01,45.0,21.64922003888927,MORTGAGE,AL,7,35791,15.79,0,,2024-07,0
LOAN_011219,BORR_006290,22882,36,debt_consolidation,702,68911,16.57,31.44,0.27255951594087174,RENT,SC,15,33286,27.25,2,,2025-06,0
LOAN_011220,BORR_001394,20611,60,other,656,45010,22.61,25.08,2.123348403919973,OWN,NJ,9,25115,33.1,0,,2025-07,0
LOAN_011221,BORR_003976,15177,36,credit_card,692,78765,19.44,23.44,2.1700029001615446,MORTGAGE,GA,14,47819,35.84,0,,2024-03,0
LOAN_011222,BORR_001370,12364,60,debt_consolidation,580,51879,28.0,14.32,3.4020268663883453,RENT,WY,8,25995,31.94,0,,2025-01,0
LOAN_011224,BORR_009782,12656,36,major_purchase,677,51176,18.49,32.15,4.416980869838324,RENT,DE,11,23932,42.95,0,44.6994503276549,2025-05,0
LOAN_011226,BORR_014551,5840,36,small_business,613,53194,24.62,8.18,,RENT,MS,4,29726,43.98,0,,2025-10,1
LOAN_011227,BORR_013210,14756,36,debt_consolidation,669,36191,25.24,25.28,5.100729045104155,RENT,ND,9,21829,51.64,0,,2023-01,0
LOAN_011231,BORR_012195,4837,36,credit_card,741,21886,14.71,29.03,5.403026617508095,MORTGAGE,MT,11,13353,25.73,0,,2025-08,0
LOAN_011232,BORR_014561,31472,60,medical,687,31692,17.24,45.0,,RENT,ND,11,19669,55.61,0,,2024-08,0
LOAN_011233,BORR_014050,10321,60,credit_card,705,112308,16.75,21.49,0.16419676756498638,MORTGAGE,WI,10,54948,15.45,0,,2023-10,0
LOAN_011234,BORR_006856,11153,36,car,676,44339,20.39,33.74,1.7296375286480592,MORTGAGE,MS,9,31466,22.48,0,23.928194081767224,2024-01,0
LOAN_011235,BORR_014175,5775,36,major_purchase,739,34999,14.22,18.36,2.742544013902272,OTHER,VT,9,24336,33.9,0,,2025-02,0
LOAN_011236,BORR_005903,15263,36,major_purchase,706,200000,18.77,8.3,5.293914330786052,MORTGAGE,WA,14,86225,6.25,0,,2025-08,0
LOAN_011237,BORR_001736,16408,60,credit_card,667,20000,21.61,45.0,3.606545094693932,RENT,UT,6,12092,71.15,0,,2025-12,0
LOAN_011238,BORR_001568,31475,36,debt_consolidation,716,55671,18.49,20.88,2.058171247449652,OTHER,TX,8,29772,30.98,0,118.63867248414262,2023-08,0
LOAN_011239,BORR_000462,20444,36,moving,776,77720,12.28,22.42,1.1933365442676607,RENT,PA,12,57282,15.06,0,,2024-11,0
LOAN_011240,BORR_000743,10385,36,small_business,580,26403,25.09,31.98,7.852031506770915,RENT,NM,12,19478,13.62,0,78.5686868658127,2025-04,0
LOAN_011241,BORR_006414,5505,36,debt_consolidation,714,51690,17.67,14.03,8.336641209233763,RENT,AZ,11,26337,21.84,3,54.35573380968258,2024-10,0
LOAN_011242,BORR_014064,10015,36,debt_consolidation,634,53066,25.78,17.0,4.470372253609051,MORTGAGE,LA,6,29662,32.8,0,,2025-03,0
LOAN_011244,BORR_013297,10951,60,credit_card,581,78996,28.0,18.24,3.256797388182896,OTHER,WA,16,61077,16.94,0,94.87218766335806,2025-04,0
LOAN_011246,BORR_007308,14539,36,debt_consolidation,726,20000,16.85,45.0,7.553602484098365,RENT,NY,7,13833,36.01,0,60.13486473933206,2025-12,0
LOAN_011247,BORR_008654,11301,60,credit_card,769,78186,13.64,10.52,12.97917734631997,MORTGAGE,KS,13,42154,38.1,0,,2024-08,0
LOAN_011248,BORR_004284,10633,60,major_purchase,674,54291,16.84,19.76,,MORTGAGE,WI,11,29544,17.09,0,32.547770295856644,2024-02,0
LOAN_011249,BORR_011326,9189,36,debt_consolidation,800,28201,10.75,15.37,16.491620487668946,MORTGAGE,NJ,12,17814,18.5,0,,2024-08,0
LOAN_011250,BORR_016342,14108,60,major_purchase,708,82678,18.21,20.82,15.5770538161273,MORTGAGE,ME,9,58474,33.93,0,21.986014896388312,2023-06,0
LOAN_011251,BORR_017539,22311,36,debt_consolidation,645,36940,19.96,33.83,3.145911622025803,MORTGAGE,NH,14,17498,79.12,0,,2023-01,0
LOAN_011252,BORR_015767,17276,60,medical,709,22665,19.21,45.0,3.781135599819012,RENT,AR,12,14937,21.77,0,,2024-10,0
LOAN_011253,BORR_003494,5096,60,moving,598,50031,27.71,7.19,20.602154592264917,RENT,AL,8,35158,42.04,2,,2025-05,0
LOAN_011255,BORR_015292,19452,36,small_business,679,25380,20.63,27.87,2.202592717927871,MORTGAGE,TX,8,12113,26.35,0,88.46455583983294,2025-02,1
LOAN_011256,BORR_006648,15551,36,credit_card,799,78809,9.83,28.35,3.1836538988772753,MORTGAGE,MI,7,44926,16.33,0,16.63855795142193,2025-06,0
LOAN_011257,BORR_008471,16518,36,vacation,639,167055,23.46,13.82,1.7808326450807719,MORTGAGE,NE,15,78620,46.38,0,,2023-09,0
LOAN_011258,BORR_014036,17895,36,credit_card,580,51427,27.99,31.27,6.378299820714613,MORTGAGE,MD,7,31585,7.81,0,94.88521366164937,2023-05,0
LOAN_011259,BORR_002335,16229,36,home_improvement,656,47118,19.89,21.6,10.59177122554231,MORTGAGE,WI,12,34820,33.36,0,,2024-04,0
LOAN_011260,BORR_014372,8261,36,credit_card,679,20000,17.81,31.79,11.605862151900636,MORTGAGE,WY,14,9925,51.15,0,,2025-02,0
LOAN_011261,BORR_012848,17218,36,debt_consolidation,580,154062,28.0,25.26,,RENT,WI,5,88417,36.14,0,,2025-02,0
LOAN_011262,BORR_010536,14494,60,debt_consolidation,620,62903,26.85,26.02,0.008863479562220606,RENT,IN,5,45577,34.48,2,38.884510974831585,2024-09,0
LOAN_011263,BORR_017090,16464,60,home_improvement,732,52862,16.9,22.01,7.224139394945681,OTHER,AZ,9,22337,13.85,0,,2025-07,1
LOAN_011264,BORR_003114,9721,36,debt_consolidation,692,20000,18.02,38.46,3.5522034233811004,RENT,VT,8,9190,53.29,0,,2025-07,0
LOAN_011265,BORR_005174,23059,60,credit_card,810,43404,9.12,33.4,11.077352436963118,RENT,MD,10,29920,64.79,2,,2024-03,0
LOAN_011266,BORR_006587,10092,36,credit_card,667,88102,21.81,16.27,2.2009212320437594,RENT,PA,11,61822,2.14,0,,2023-09,0
LOAN_011267,BORR_017801,13041,36,credit_card,839,79919,8.02,28.67,9.047802358699741,MORTGAGE,PA,10,50292,13.6,0,,2025-08,0
LOAN_011269,BORR_001641,8112,36,credit_card,643,43881,25.18,16.33,,OWN,KY,14,29646,17.67,2,,2023-10,0
LOAN_011270,BORR_007952,19107,36,credit_card,638,55221,22.65,18.0,0.12187616561527195,MORTGAGE,NC,9,37692,44.12,0,,2024-06,0
LOAN_011271,BORR_007034,10399,36,moving,597,38330,26.44,19.13,2.256841027281411,MORTGAGE,MD,8,23795,35.91,0,,2023-01,0
LOAN_011273,BORR_000021,6668,60,debt_consolidation,628,101770,23.59,13.52,8.600774870615455,RENT,FL,10,48677,59.42,0,51.36688300726025,2023-03,0
LOAN_011274,BORR_001718,5383,36,vacation,799,31416,9.69,9.58,9.630786941271532,MORTGAGE,HI,13,21862,15.9,2,,2023-12,0
LOAN_011275,BORR_000902,31736,36,credit_card,741,68075,13.11,28.09,5.474012509717143,MORTGAGE,AL,7,30211,40.03,1,,2023-03,0
LOAN_011276,BORR_014360,29531,36,credit_card,725,51834,19.29,34.14,17.60750617646425,RENT,NC,9,25613,14.04,0,15.160023289765894,2023-04,0
LOAN_011277,BORR_012979,9875,60,credit_card,723,46190,14.61,24.05,1.9851431267265105,RENT,MI,12,32441,18.03,0,39.66385716518863,2024-11,0
LOAN_011278,BORR_003534,16777,36,debt_consolidation,718,78249,14.34,17.22,7.2788438865625915,MORTGAGE,OR,10,55952,15.82,0,,2023-11,0
LOAN_011280,BORR_009042,18652,36,debt_consolidation,729,58129,16.26,15.51,0.18886754461703004,OWN,WA,8,28520,25.66,1,33.94887279441957,2024-03,0
LOAN_011281,BORR_000779,7778,36,major_purchase,655,57597,20.75,14.56,,MORTGAGE,IN,9,39883,47.96,1,38.576764701609164,2025-11,0
LOAN_011282,BORR_009941,7415,36,debt_consolidation,717,25703,16.2,13.84,1.263851582385679,MORTGAGE,KY,8,16340,42.45,0,,2023-02,0
LOAN_011283,BORR_005420,13505,36,major_purchase,709,30336,19.0,26.91,1.8364421079224191,MORTGAGE,HI,9,12810,5.1,0,96.15916509926012,2025-07,0
LOAN_011284,BORR_012603,16173,36,other,691,118916,18.71,25.01,2.050994799689099,MORTGAGE,PA,14,81796,34.95,0,,2023-11,0
LOAN_011287,BORR_001431,25064,60,credit_card,713,50233,19.58,38.8,4.5530016803779585,RENT,MO,13,25373,34.1,3,,2024-03,0
LOAN_011291,BORR_012498,40000,36,credit_card,649,74933,24.26,21.45,0.6204327869448076,OWN,ID,11,49575,4.65,0,,2024-05,0
LOAN_011292,BORR_002259,15737,36,major_purchase,772,25158,12.33,34.66,2.612270234182215,MORTGAGE,KS,18,18012,74.02,0,12.476356070646847,2023-03,0
LOAN_011293,BORR_002725,20739,60,credit_card,735,100854,13.73,30.76,5.034761566451971,MORTGAGE,WI,13,44321,36.84,0,,2023-04,0
LOAN_011295,BORR_010368,19253,36,moving,844,72163,6.4,23.35,5.722216981804861,MORTGAGE,AK,15,35347,41.4,0,,2023-01,0
LOAN_011296,BORR_017481,20480,36,credit_card,627,36892,24.96,39.75,0.10513197091423826,MORTGAGE,NV,10,25517,10.93,0,,2025-01,0
LOAN_011298,BORR_011855,10225,36,credit_card,694,97460,17.67,22.57,0.32325430818835976,RENT,AK,13,62607,19.11,0,19.117744052190925,2023-06,1
LOAN_011301,BORR_006424,27227,60,car,692,24307,18.53,45.0,8.399782833911251,RENT,WY,13,13936,57.97,0,64.74696408434642,2024-02,0
LOAN_011302,BORR_000368,13489,60,credit_card,709,71064,16.77,17.32,4.9724638509885475,MORTGAGE,WY,19,51548,22.52,0,66.74114456420939,2024-10,0
LOAN_011303,BORR_016365,13166,60,other,627,20000,24.31,37.52,2.2165218803838065,RENT,WA,9,11053,18.63,0,57.918855578221226,2024-06,0
LOAN_011304,BORR_007607,21766,36,home_improvement,721,69511,16.1,35.46,,OTHER,NY,11,52657,62.28,0,103.39446771818088,2023-08,0
LOAN_011305,BORR_012997,37284,36,debt_consolidation,709,75691,16.87,33.95,8.69401535993559,MORTGAGE,CO,10,38138,36.91,2,,2023-07,0
LOAN_011306,BORR_007491,18580,36,credit_card,654,72381,18.79,29.74,4.500305832595669,RENT,OR,11,41394,11.3,0,,2023-07,0
LOAN_011307,BORR_000064,14579,60,major_purchase,636,29651,25.5,26.88,5.387413888459003,RENT,KS,6,13267,17.03,2,,2023-12,0
LOAN_011308,BORR_002210,25166,36,moving,679,41046,16.98,27.5,0.263887038882608,MORTGAGE,UT,6,31307,65.89,0,,2023-09,1
LOAN_011309,BORR_013595,26052,36,debt_consolidation,652,57223,21.22,22.18,8.800352384977831,RENT,CT,6,40658,14.68,0,,2025-11,0
LOAN_011311,BORR_013557,16142,36,home_improvement,770,36939,14.63,39.62,0.3524478711070799,OWN,IL,13,28398,29.0,0,,2025-03,0
LOAN_011313,BORR_014657,6535,60,credit_card,703,43364,19.34,26.8,4.982544603891885,MORTGAGE,IL,7,23959,27.29,0,,2024-06,0
LOAN_011314,BORR_003324,7914,36,credit_card,656,86793,21.54,21.82,6.272798121332261,RENT,ID,9,36736,38.73,5,80.16285474146143,2025-07,0
LOAN_011316,BORR_005280,9089,60,home_improvement,659,36359,19.45,30.77,4.077542630449282,RENT,GA,5,24115,3.82,0,,2024-06,0
LOAN_011318,BORR_001824,14790,60,home_improvement,728,44606,16.27,13.24,,RENT,WY,7,23781,30.91,0,,2025-08,0
LOAN_011319,BORR_013234,8176,36,credit_card,636,33012,22.77,11.76,11.213929468303963,RENT,GA,8,17538,23.41,0,,2024-05,0
LOAN_011321,BORR_000355,5158,60,other,662,28720,23.39,10.11,1.2645106676361715,RENT,SC,8,14839,38.8,1,,2024-06,0
LOAN_011322,BORR_015803,11374,60,major_purchase,806,90967,8.45,17.01,,RENT,WI,10,57581,25.03,0,,2024-11,0
LOAN_011323,BORR_015472,6208,36,car,644,177433,21.47,3.91,1.0456373454536236,RENT,AR,13,89452,28.83,0,,2023-04,0
LOAN_011324,BORR_001232,11371,36,credit_card,668,33755,21.93,29.21,0.12328542053089195,MORTGAGE,NM,7,19533,30.24,0,,2023-12,0
LOAN_011325,BORR_014806,21549,36,major_purchase,671,68619,16.95,18.1,6.459762986062641,RENT,NH,11,42353,59.4,2,3.1655710392333023,2023-10,1
LOAN_011326,BORR_001918,9219,60,home_improvement,710,27052,18.94,15.79,0.02765764029123556,RENT,KS,9,12381,44.16,0,,2025-10,0
LOAN_011327,BORR_012261,4857,36,home_improvement,711,61730,16.45,22.61,0.5429851394972685,MORTGAGE,VA,9,27220,40.83,0,,2023-02,0
LOAN_011329,BORR_001831,8819,60,debt_consolidation,686,48618,19.58,9.12,2.0447737388998557,RENT,UT,15,32056,42.17,0,,2025-03,0
LOAN_011330,BORR_006539,13370,36,vacation,711,39822,16.35,20.75,0.8308427509545573,MORTGAGE,RI,10,22206,30.75,0,84.99938571510829,2024-06,0
LOAN_011331,BORR_001242,11875,60,major_purchase,756,122713,12.29,6.66,12.316048257649946,OWN,TX,14,71360,59.62,0,,2024-03,0
LOAN_011332,BORR_017755,14585,36,small_business,656,100729,21.78,7.48,,RENT,FL,8,61798,28.09,1,,2025-10,0
LOAN_011334,BORR_009776,11064,36,major_purchase,710,76835,15.16,23.79,5.938548178355347,MORTGAGE,NC,12,34105,27.45,1,25.334830273151645,2025-01,0
LOAN_011335,BORR_009342,13950,60,home_improvement,652,36255,23.21,21.68,5.792135050328656,MORTGAGE,NH,8,22423,38.44,0,,2025-06,0
LOAN_011337,BORR_010049,22137,36,debt_consolidation,631,87139,24.55,14.7,3.3497279781601588,RENT,CT,10,51969,8.42,0,,2024-10,0
LOAN_011340,BORR_009936,19535,36,credit_card,582,39000,26.64,39.42,2.8864632683842055,RENT,NM,7,28960,19.37,0,,2024-07,1
LOAN_011341,BORR_009911,5053,36,home_improvement,655,36621,24.19,21.75,1.474125331749424,OTHER,IN,8,25938,22.3,0,110.29225180980843,2023-02,0
LOAN_011344,BORR_016263,9535,36,credit_card,602,27386,27.35,21.87,1.2545298050288074,RENT,TX,11,19749,53.17,0,,2025-04,0
LOAN_011345,BORR_014250,25443,36,small_business,684,125768,18.49,31.74,0.07433872982117591,RENT,AK,10,94706,13.53,0,,2023-01,0
LOAN_011346,BORR_006893,21884,36,moving,668,68778,21.15,30.55,,MORTGAGE,MT,10,37152,9.67,0,87.92418485671485,2025-06,0
LOAN_011347,BORR_002859,12149,36,debt_consolidation,638,34816,21.42,33.38,,RENT,NC,10,15505,13.06,0,112.03970902646354,2023-01,0
LOAN_011348,BORR_005490,4746,60,major_purchase,667,27567,17.65,24.95,3.2792220225693027,OTHER,FL,7,20890,52.98,0,,2025-12,0
LOAN_011349,BORR_015871,12981,36,moving,780,116826,10.9,19.12,0.6324251189908818,MORTGAGE,OK,9,85247,15.93,0,,2024-06,0
LOAN_011350,BORR_017370,8108,36,small_business,761,94925,13.7,27.96,8.059570880051298,MORTGAGE,KY,8,55014,10.69,0,,2024-08,0
LOAN_011351,BORR_010643,4457,36,debt_consolidation,675,124927,21.29,15.44,3.0679916038582893,RENT,WA,10,90126,37.41,0,64.18261830861928,2024-02,0
LOAN_011352,BORR_001222,17868,60,credit_card,641,34115,23.41,31.76,0.4316998314026359,RENT,KY,19,17647,13.41,0,,2025-06,1
LOAN_011353,BORR_001777,28666,36,debt_consolidation,839,52471,7.5,27.32,3.262285980835562,RENT,TX,7,31901,19.05,0,101.34226654484951,2025-03,0
LOAN_011358,BORR_009133,9852,36,debt_consolidation,694,57155,16.93,20.7,3.991422654261629,RENT,NC,6,37498,15.75,0,38.10074533299118,2025-08,0
LOAN_011359,BORR_011771,4383,36,debt_consolidation,706,47485,20.27,24.63,12.01635364359263,RENT,NY,9,20998,21.87,0,,2023-10,0
LOAN_011361,BORR_006701,16464,60,other,672,35299,18.87,26.58,,MORTGAGE,NC,6,17068,20.83,0,13.566580870801717,2023-03,0
LOAN_011362,BORR_015814,21242,36,home_improvement,743,43317,12.34,40.73,1.9445764643050187,RENT,PA,14,28244,26.26,2,,2024-03,0
LOAN_011364,BORR_014758,37734,36,home_improvement,766,58325,11.57,38.0,3.864312205293344,MORTGAGE,NC,7,41016,23.34,0,,2024-01,0
LOAN_011365,BORR_000748,8997,36,credit_card,731,35705,17.65,29.25,,MORTGAGE,KY,7,15616,38.14,0,,2025-01,0
LOAN_011366,BORR_005271,23069,36,vacation,622,28012,24.25,44.42,,MORTGAGE,TN,7,13219,51.57,0,104.56077165614342,2024-11,0
LOAN_011367,BORR_003246,5167,36,debt_consolidation,673,55137,22.83,3.68,9.86217227184465,MORTGAGE,WY,14,39188,46.81,0,,2024-09,0
LOAN_011369,BORR_005173,10177,36,credit_card,630,97431,25.07,12.68,6.409148056819978,MORTGAGE,NY,9,52615,15.45,0,73.82493410916726,2024-11,0
LOAN_011370,BORR_001888,8015,60,debt_consolidation,644,43339,23.0,19.06,4.57491610769022,OWN,KY,9,32122,21.32,6,103.97378259996933,2023-11,1
LOAN_011371,BORR_009386,8854,36,home_improvement,672,57736,19.16,26.44,0.8618686536882705,OTHER,KS,11,39111,13.52,0,19.167223600483624,2024-06,0
LOAN_011372,BORR_000711,30033,36,credit_card,791,78828,9.15,16.47,11.324006891650786,RENT,RI,14,42980,25.02,0,,2023-05,0
LOAN_011374,BORR_014775,38735,36,major_purchase,717,31775,14.78,45.0,7.094238675944088,MORTGAGE,NH,11,21296,40.86,0,,2024-12,0
LOAN_011375,BORR_013168,22646,36,debt_consolidation,607,33427,27.4,31.34,6.655144430240951,OWN,AL,8,23652,27.28,0,100.49628130498287,2024-07,0
LOAN_011376,BORR_005937,4903,36,other,735,77728,17.88,26.29,3.1794020318463345,MORTGAGE,ND,3,45663,24.56,0,,2023-08,0
LOAN_011377,BORR_002808,11258,36,home_improvement,634,33058,26.15,26.48,1.2295089560357866,RENT,NJ,12,20262,19.42,0,60.539553987719245,2024-10,0
LOAN_011378,BORR_001329,11013,36,car,701,33466,16.86,22.73,,RENT,NH,8,18851,15.58,0,,2023-07,0
LOAN_011380,BORR_015207,24585,36,credit_card,775,58159,10.7,38.93,0.30694386587951294,MORTGAGE,CA,15,40527,37.32,0,108.06145239500424,2024-06,0
LOAN_011381,BORR_010247,20557,36,moving,762,40642,11.16,42.66,,MORTGAGE,IA,12,19507,55.6,4,,2023-06,0
LOAN_011382,BORR_001845,39282,60,debt_consolidation,652,46909,20.73,38.76,1.3043616438575214,MORTGAGE,HI,8,23073,28.95,0,,2025-01,0
LOAN_011383,BORR_003551,10622,36,debt_consolidation,663,62107,19.3,30.45,4.3305781765062346,MORTGAGE,DE,12,44986,23.27,0,92.22019854856816,2024-12,0
LOAN_011384,BORR_013128,16633,60,major_purchase,700,46964,17.37,27.08,14.055454711279667,OWN,UT,13,31836,46.28,0,54.11530052753655,2025-11,1
